Category,Merk,Product,Price,OverallRating,Reviewer
Wash-Off,GlamGlow,Supermud Clearing Treatment,Rp. 1.075.000,4.3,455.0
Wash-Off,SKINFOOD,Rice Mask Wash Off,Rp. 250.000,4.0,450.0
Wash-Off,FREEMAN,Anti-Stress Dead Sea Minerals Clay Mask,Rp. 150.000,3.9,434.0
Wash-Off,Innisfree,Jeju Volcanic Pore Clay Mask,Rp. 145.678,3.8,425.0
Wash-Off,FREEMAN,Exfoliating Diamond Mineral Clay Mask + Scrub,Rp. 150.000,4.4,409.0
Wash-Off,FREEMAN,Cleansing Apple Cider Vinegar Clay Mask + Scrub,Rp. 150.000,4.0,400.0
Wash-Off,Sariayu,Krem Masker Jerawat,Rp. 22.000,3.4,347.0
Wash-Off,FREEMAN,Golden Grain Facial Brightening Mask,Rp. 120.000,3.6,343.0
Wash-Off,Beleaf,Organic Face Mask,Rp. 50.000,4.1,344.0
Wash-Off,Luxcrime,Charcoal Mint Mud Mask,Rp. 129.000,4.4,339.0
Wash-Off,Wardah,Lightening Blue Clay Mask,Rp. 30.000,3.1,338.0
Wash-Off,FREEMAN,Deep Clearing Manuka Honey + Tea Tree Oil Clay Mask + Cleanser,Rp. 140.000,4.1,327.0
Wash-Off,GlamGlow,Youthmud Tinglexfoliate Treatment,Rp. 890.000,4.0,325.0
Wash-Off,pinklab co,Dead Sea Mask,Rp. 120.000,3.7,319.0
Wash-Off,Pond's,Pure White Mineral Clay Mask,Rp. 15.000,4.1,319.0
Wash-Off,Saripohatji,Bedak Dingin,Rp. 2.000,3.9,293.0
Wash-Off,L'Oreal Paris,Pure Clay Mask,Rp. 149.000,3.9,285.0
Wash-Off,Namo.ID,Namo Id Organic Mask,Rp. 50.000,3.9,278.0
Wash-Off,FREEMAN,Purifying Avocado + Oatmeal Clay Mask,Rp. 150.000,3.9,272.0
Wash-Off,Ovale,Facial Mask Bedak Dingin,Rp. 10.000,3.6,259.0
Facial Wash,Clean And Clear,Daily Pore Cleanser,Rp. 20.000,2.9,751.0
Facial Wash,Cetaphil,Oily Skin Cleanser,Rp. 195.000,3.8,631.0
Facial Wash,Pantene,C-Defense Energizing Creamy Wash,Rp. 19.500,3.8,629.0
Facial Wash,Senka,Perfect White Clay,Rp. 95.000,4.0,591.0
Facial Wash,Sariayu,Acne Care Facial Foam,Rp. 15.000,3.6,529.0
Facial Wash,Safi,White Expert Purifying Cleanser,Rp. 34.900,3.6,516.0
Facial Wash,Caladine,Facial Foam,Rp. 18.000,3.4,510.0
Facial Wash,Wardah,White Secret Facial Wash,Rp. 30.000,3.3,500.0
Facial Wash,Clean And Clear,Natural Bright Face Wash,Rp. 21.000,3.2,484.0
Facial Wash,Sensatia Botanicals,Tea Tree & Lemon Facial Cleanser,Rp. 130.000,4.2,473.0
Facial Wash,SK-II,Facial Treatment Gentle Cleanser,Rp. 635.000,4.1,443.0
Facial Wash,Wardah,Lightening Whip Facial Foam,Rp. 29.000,3.6,428.0
Facial Wash,Senka,Perfect Whip,Rp. 60.000,3.9,428.0
Facial Wash,Wardah,Nature Daily Aloe Hydramild Facial Wash,Rp. 21.000,3.9,424.0
Facial Wash,The Body Shop,Vitamin E Gentle Facial Wash,Rp. 149.000,3.7,419.0
Facial Wash,Nameera,So Pure & Radiant Hydrating Gel Cleanser,Rp. 35.000,3.9,416.0
Facial Wash,Cosrx,Salicylic Acid Gentle Cleanser,Rp. 140.000,3.8,407.0
Facial Wash,Garnier,Light Complete Multi-Action Brightening Foam,Rp. 20.000,2.8,394.0
Facial Wash,Cetaphil,Daily Facial Cleanser,Rp. 130,4.2,389.0
Facial Wash,Himalaya,Gentle Exfoliating Daily Face Wash,Rp. 18.000,3.7,381.0
Cream & Lotion,Mustika Ratu,Pembersih Sari Jeruk Nipis,Rp. 10.200,3.7,95.0
Cream & Lotion,SK-II,Facial Treatment Cleansing Gel,Rp. 522.500,4.1,92.0
Cream & Lotion,RDL,Creamy Milk Cleansing Lotion,Rp. 23.000,3.0,91.0
Cream & Lotion,Nameera,Nameera Purifying Cleanser,Rp. 30.000,3.9,84.0
Cream & Lotion,Viva Cosmetics,viva milk cleanser dan viva face tonic,Rp. 6.000,4.2,78.0
Cream & Lotion,Pond's,Cold Cream Cleansing Balm Makeup Remover,Rp. 145.000,4.2,72.0
Cream & Lotion,Sariayu,Refreshing Aromatic Pembersih,Rp. 25.000,3.5,70.0
Cream & Lotion,The Body Shop,Vitamin E Cream Cleanser,Rp. 129.000,3.7,60.0
Cream & Lotion,Ovale,Ovale,Rp. 32.000,2.9,59.0
Cream & Lotion,Envyme Cosmetics,Face Cleanser With Papaya Extract,Rp. 36.000,4.3,57.0
Cream & Lotion,OXY,Extremely Gentle Cleansing Milk,Rp. 53.000,4.1,56.0
Cream & Lotion,The Ordinary,Pembersih Sari Ketimun,Rp. 10.200,4.3,55.0
Cream & Lotion,Biokos,Derma Bright Intensive Brightening Cleanser,Rp. 162.000,4.9,54.0
Cream & Lotion,Mustika Ratu,Pembersih Sari Sekar Gambir,Rp. 20.000,4.3,52.0
Cream & Lotion,Dear Me Beauty,30 Seconds Meltaway Balm,Rp. 149.000,4.6,50.0
Cream & Lotion,Sariayu,Cleansing Milk,Rp. 10.000,3.7,50.0
Cream & Lotion,L'Oreal Paris,Gentle Cleansing Milk,Rp. 70.000,3.8,47.0
Cream & Lotion,NIVEA,Refreshing Cleansing Milk,Rp. 19.500,3.9,44.0
Oil,Natural Green,Rasberry Cleansing Oil,Rp. 160.000,3.6,64.0
Oil,Shu Uemura,Skin Purifier Anti/Oxi Skin Refining Anti Dullness Cleansing Oil,Rp. 370.000,4.5,53.0
Oil,Sensatia Botanicals,Rejuvenating Pomegranate Cleansing Oil,Rp. 180.000,3.4,52.0
Oil,Shu Uemura,Ultime8∞ Sublime Beauty Cleansing Oil,Rp. 1.700.000,4.3,52.0
Oil,Shu Uemura,POREfinist anti-shine fresh cleansing oil,Rp. 513.848.49,4.5,47.0
Oil,Innisfree,Apple Juicy Cleansing Oil,Rp. 180.000,3.7,45.0
Oil,Senka,All Clear Oil Whip,Rp. 150.000,4.1,40.0
Oil,Kiehl's,Midnight Recovery Botanical Cleansing Oil,Rp. 560.000,4.6,38.0
Oil,Kracie,Naive Make Up Cleansing Oil,Rp. 100.000,3.6,34.0
Oil,Banila Co,Clean It Zero,Rp. 0,4.3,32.0
Oil,Manyo Factory,Manyo Factory Herb Green Cleansing Oil,Rp. 230,4.3,32.0
Oil,Hada Labo,Gokujyun Cleansing Oil,Rp. 235.000,4.3,32.0
Oil,Manyo Factory,Manyo Factory Pure Cleansing Oil,Rp. 230.000,4.3,30.0
Oil,Shu Uemura,Blanc Chroma Cleansing Oil,Rp. 82,4.4,29.0
Oil,L'Occitane,Shea Cleansing Oil,Rp. 375.000,4.2,27.0
Oil,Luxcrime,Advance Natural Cleansing Oil,,3.8,26.0
Oil,Three,Balancing Cleansing Oil,Rp. 570.000,4.3,24.0
Oil,Nuxe,Huile Prodigieuse Multi-Usage Dry Oil,Rp. 448.000,3.7,21.0
Makeup Remover,Shikada,Facial Cleansing Wipes,Rp. 25.000,3.4,316.0
Makeup Remover,Pond's,Clear Solutions Shake & Clean,Rp. 30.000,3.3,304.0
Makeup Remover,NIVEA,MicellAir Skin Breathe,Rp. 53.500,4.1,280.0
Makeup Remover,NIVEA,MicellAir Skin Breathe,Rp. 53.500,4.1,248.0
Makeup Remover,Biore,Makeup Remover Wipes,Rp. 30.000,4.2,276.0
Makeup Remover,Maybelline,Clean Express Total Clean,Rp. 50.000,4.0,273.0
Makeup Remover,Pond's,Makeup Remover Cleansing Balm,Rp. 92.000,4.3,272.0
Makeup Remover,Pond's,Acne Solution Micellar Water,Rp. 25.000,3.7,235.0
Makeup Remover,Corine de Farme,Micellar Gel Refreshing,Rp. 195.000,3.4,163.0
Makeup Remover,Mustika Ratu,Pembersih Two In One Bengkoang Whitening,Rp. 15.000,3.8,161.0
Makeup Remover,Emina,Micellar Water Drop Cleanser,Rp. 32.500,4.4,148.0
Makeup Remover,Emina,Micellar Water Drop Cleanser,Rp. 32.500,4.0,136.0
Makeup Remover,Clean And Clear,Clean and Clear Micellar Water,Rp. 24.000,3.9,130.0
Makeup Remover,NIVEA,Pearl White MicellAIR Oxygen Boost,Rp. 0,4.1,127.0
Makeup Remover,Watsons,Cleansing Water,Rp. 95.000,4.2,120.0
Makeup Remover,Marcks,Teens Micellar Cleansing Water,Rp. 25.000,3.2,120.0
Scrub & Exfoliator,Tiff,Scrub in Butter,Rp. 150.000,4.2,258.0
Scrub & Exfoliator,Wardah,White Secret Exfoliating Scrub,Rp. 20.000,3.8,227.0
Scrub & Exfoliator,Pond's,Ex-foliate Sun Dullness Daily Facial Scrub,Rp. 0,3.3,199.0
Scrub & Exfoliator,Erha,ACNE CLEANSER SCRUB BETA PLUS,Rp. 98.000,4.4,198.0
Scrub & Exfoliator,Emina,Sugar Rush Face Scrub,Rp. 52.500,3.6,167.0
Scrub & Exfoliator,Sunday Riley,Good Genes,Rp. 1.700.000,4.3,161.0
Scrub & Exfoliator,Hanasui,Body Spa,Rp. 21.500,3.5,128.0
Scrub & Exfoliator,CURE,Natural Aqua Gel,Rp. 539.223,4.3,128.0
Scrub & Exfoliator,LUSH,Bubblegum Lip Scrub,Rp. 132.950,4.2,122.0
Scrub & Exfoliator,The Body Shop,Vitamin C Microdermabrasion,Rp. 279.000,3.1,118.0
Scrub & Exfoliator,Jafra,JAFRA Gentle Exfoliating Scrub,Rp. 152.000,4.2,105.0
Scrub & Exfoliator,Wardah,Acne Gentle Scrub,Rp. 23.000,3.1,104.0
Scrub & Exfoliator,The Body Shop,Tea Tree Squeaky Clean Daily Scrub,Rp. 129.000,3.8,101.0
Scrub & Exfoliator,The Body Shop,Tea Tree 3-in-1 Wash Scrub Mask,Rp. 269.000,4.0,96.0
Scrub & Exfoliator,Kiehl's,Clearly Corrective White Skin Brightening Exfoliator Facial Cleanser,Rp. 380.000,4.3,87.0
Scrub & Exfoliator,Nu Skin,Liquid Body Lufra,Rp. 113.000,4.2,84.0
Scrub & Exfoliator,The Body Shop,Seaweed Pore Exfoliator,Rp. 169.000,3.4,84.0
Scrub & Exfoliator,Sariayu,Putih Langsat Facial Scrub,Rp. 28.400,3.7,83.0
Toner,Skin1004,Madagascar Centella Asiatica Toner,Rp. 180.000,4.0,793.0
Toner,Wardah,Lightening Face Toner,Rp. 125.000,3.5,666.0
Toner,NACIFIC,Real Floral Toner,Rp. 182.000,3.9,635.0
Toner,Hada Labo,Gokujyun Alpha Ultimate Anti Aging Lotion,Rp. 50.000,4.1,624.0
Toner,Simple,Soothing Facial Toner,Rp. 69.000,4.3,611.0
Toner,SK-II,Facial Treatment Clear Lotion,Rp. 550.000,3.8,580.0
Toner,Hada Labo,Gokujyun Premium Hyaluronic Acid Lotion,Rp. 250.000,4.5,565.0
Toner,Klairs,Supple Preparation Unscented Facial Toner,Rp. 310.000,4.3,530.0
Toner,Etude House,Wonder Pore Freshner,Rp. 300.000,3.2,521.0
Toner,Kiehl's,Calendula Herbal Extract Alcohol-Free Toner,Rp. 420.000,4.3,461.0
Toner,Emina,Bright Stuff Face Toner,Rp. 26.000,3.8,451.0
Toner,Some by Mi,Snail Truecica Miracle Repair Toner,Rp. 250.000,3.9,438.0
Toner,Wardah,Pore Tightening Toner,Rp. 28.500,2.7,402.0
Toner,The Body Shop,Vitamin E Hydrating Toner,Rp. 169.000,4.1,398.0
Toner,Paula's Choice,Skin Perfecting 2% BHA Liquid Exfoliant,Rp. 390.000,4.3,397.0
Toner,Cosrx,Natural BHA Skin Returning A-Sol,Rp. 0,3.8,386.0
Toner,Ovale,Facial Lotion,Rp. 15.000,2.9,372.0
Toner,Cosrx,Centella Water Alcohol-Free Toner,Rp. 157.000,4.0,367.0
Toner,Mamonde,Rose Water Toner,Rp. 193.300,4.2,355.0
